genome,completeness,contamination
uvig_432533.fasta,47.02,0
uvig_432539.fasta,23.49,0
uvig_432552.fasta,36.84,0
uvig_432553.fasta,22.01,0
uvig_432555.fasta,100,0
uvig_432556.fasta,85.07,5.73
uvig_432557.fasta,82.5,0
uvig_432577.fasta,97.87,0
uvig_432585.fasta,34.56,40.92
uvig_432587.fasta,48.83,0
uvig_432590.fasta,37.54,0
uvig_432591.fasta,12.27,60.45
uvig_432595.fasta,19.27,0
uvig_43260.fasta,43.84,0
uvig_43262.fasta,30.86,0
uvig_432620.fasta,73.16,0
uvig_432621.fasta,89.5,0
uvig_43263.fasta,21.99,25.69
uvig_432635.fasta,100,0
uvig_432637.fasta,76.26,22.04
uvig_43265.fasta,15.05,0
uvig_43266.fasta,31.45,0
uvig_432661.fasta,44.81,0
uvig_432664.fasta,34.45,0
uvig_432715.fasta,46.03,0
uvig_43272.fasta,34.34,0
uvig_432723.fasta,41.64,0
uvig_432733.fasta,86.93,0
uvig_432744.fasta,100,34.04
uvig_432746.fasta,100,0
uvig_432760.fasta,69.12,0
uvig_432766.fasta,17.23,0
uvig_432767.fasta,16.97,36.52
uvig_43278.fasta,34.17,0
uvig_432794.fasta,13.9,90.07
uvig_432797.fasta,52.49,0
uvig_432798.fasta,100,0
uvig_432799.fasta,100,0
uvig_43280.fasta,23.12,0
uvig_432800.fasta,80.84,0
uvig_432815.fasta,97.41,4.51
uvig_432820.fasta,100,13.03
uvig_432824.fasta,87.61,0
uvig_432827.fasta,98.25,0
uvig_432830.fasta,44.82,0
uvig_432834.fasta,75.94,0
uvig_432842.fasta,8.36,31.45
uvig_432844.fasta,9.61,0
uvig_432865.fasta,68.35,0
uvig_432866.fasta,55.26,0
uvig_432871.fasta,100,0
uvig_432879.fasta,73.88,22.75
uvig_432881.fasta,100,0
uvig_432885.fasta,16.38,27.64
uvig_432886.fasta,20.7,40.13
uvig_432898.fasta,59.44,0
uvig_432899.fasta,31.35,0
uvig_432930.fasta,100,24.07
uvig_432932.fasta,70.52,0
uvig_432949.fasta,100,0
uvig_432951.fasta,100,0
uvig_432953.fasta,66.82,0
uvig_432960.fasta,63.29,0
uvig_432961.fasta,99.97,13.79
uvig_432962.fasta,100,0
uvig_432963.fasta,80.98,21.34
uvig_432966.fasta,77.08,0
uvig_432967.fasta,52.95,0
uvig_432969.fasta,63.04,0
uvig_432970.fasta,41.03,0
uvig_432971.fasta,32.24,0
uvig_432972.fasta,5.89,0
uvig_432976.fasta,32.67,0
uvig_432978.fasta,25.87,0
uvig_432979.fasta,0,0
uvig_432980.fasta,14.51,0
uvig_433.fasta,45.63,0
uvig_433011.fasta,100,0
uvig_433015.fasta,63.36,27.21
uvig_433019.fasta,100,0
uvig_433020.fasta,90.85,19.05
uvig_433023.fasta,95.79,0
uvig_433024.fasta,69.9,15.83
uvig_433025.fasta,51.9,0
uvig_433027.fasta,52.26,0
uvig_433029.fasta,67.11,0
uvig_433030.fasta,65.03,0
uvig_433031.fasta,62.6,0
uvig_433034.fasta,53.66,0
uvig_433036.fasta,62.9,0
uvig_433038.fasta,48.38,0
uvig_433040.fasta,56.03,0
uvig_433041.fasta,50.41,0
uvig_433044.fasta,47.84,0
uvig_433045.fasta,34.09,0
uvig_433047.fasta,45.89,0
uvig_433048.fasta,33.36,0
uvig_433049.fasta,20.82,27.4
uvig_433050.fasta,36.85,0
uvig_433051.fasta,38.77,0
uvig_433053.fasta,29.57,16
uvig_433054.fasta,29.15,0
uvig_433059.fasta,20.76,0
uvig_433060.fasta,29.48,0
uvig_433061.fasta,31.13,0
uvig_433062.fasta,24.66,0
uvig_433063.fasta,26.33,0
uvig_433064.fasta,30.33,0
uvig_433065.fasta,23.66,0
uvig_433118.fasta,48.33,0
uvig_433120.fasta,28.29,0
uvig_433134.fasta,94.28,17.17
uvig_433135.fasta,38.01,0
uvig_433136.fasta,83.3,0
uvig_433137.fasta,21.28,43.3
uvig_433143.fasta,100,0
uvig_433146.fasta,72.65,0
uvig_433152.fasta,100,0
uvig_433153.fasta,100,0
uvig_433156.fasta,88.54,7.86
uvig_433159.fasta,81.37,29.39
uvig_433161.fasta,95.92,11.95
uvig_433162.fasta,100,0
uvig_433165.fasta,97.02,30.27
uvig_433166.fasta,61.98,0
uvig_433168.fasta,75.17,0
uvig_433170.fasta,83.72,22.64
uvig_433174.fasta,67.44,32.46
uvig_433175.fasta,70.32,0
uvig_433178.fasta,73.13,0
uvig_433189.fasta,55.39,0
uvig_433191.fasta,44.25,27.94
uvig_433197.fasta,36.06,15.93
uvig_433205.fasta,35.62,0
uvig_433206.fasta,30.77,0
uvig_433246.fasta,72.45,0
uvig_433251.fasta,24.91,0
uvig_433268.fasta,25,0
uvig_433270.fasta,87.47,0
uvig_433272.fasta,100,0
uvig_433274.fasta,0,0
uvig_433280.fasta,100,0
uvig_433282.fasta,72.79,0
uvig_433285.fasta,85.01,22.91
uvig_433289.fasta,66.96,0
uvig_433290.fasta,79.82,0
uvig_433291.fasta,59.89,0
uvig_433294.fasta,29.95,0
uvig_433319.fasta,99.16,0
uvig_433321.fasta,64.43,0
uvig_433324.fasta,10.02,0
uvig_433328.fasta,36.03,0
uvig_433330.fasta,0,0
uvig_433331.fasta,30.13,0
uvig_433332.fasta,4.32,0
uvig_433348.fasta,100,0
uvig_433349.fasta,72.64,0
uvig_433352.fasta,100,0
uvig_433353.fasta,100,0
uvig_433354.fasta,72.11,0
uvig_433355.fasta,54.51,0
uvig_433356.fasta,43.4,0
uvig_433357.fasta,26.7,34.3
uvig_433358.fasta,37.41,0
uvig_433359.fasta,29.62,0
uvig_433360.fasta,25.61,0
uvig_433361.fasta,26.6,0
uvig_433364.fasta,100,0
uvig_433365.fasta,45.89,0
uvig_433366.fasta,40.71,0
uvig_433367.fasta,38.29,0
uvig_433375.fasta,100,18.23
uvig_433379.fasta,44.72,0
uvig_433382.fasta,40.08,26.75
uvig_433408.fasta,60,0
uvig_43341.fasta,42.29,0
uvig_433412.fasta,100,8.04
uvig_433413.fasta,100,19.67
uvig_433414.fasta,100,0
uvig_433415.fasta,15.22,0
uvig_433425.fasta,100,0
uvig_433426.fasta,100,16.1
uvig_433427.fasta,93.12,0
uvig_433433.fasta,39.21,26.72
uvig_433456.fasta,50.56,0
uvig_433461.fasta,27.6,0
uvig_433465.fasta,26.98,0
uvig_433466.fasta,100,0
uvig_433468.fasta,33.93,0
uvig_433482.fasta,100,0
uvig_433483.fasta,100,0
uvig_433490.fasta,100,50.52
uvig_433497.fasta,100,35.77
uvig_433498.fasta,88.81,20.69
uvig_433507.fasta,85.01,0
uvig_433508.fasta,62.91,0
uvig_433509.fasta,75.12,0
uvig_433510.fasta,57.07,0
uvig_433512.fasta,85.13,0
uvig_433515.fasta,65.85,0
uvig_433521.fasta,63.91,0
uvig_433523.fasta,38.36,0
uvig_433526.fasta,38.43,0
uvig_433531.fasta,34.59,0
uvig_433533.fasta,30.35,0
uvig_433534.fasta,16.77,0
uvig_43355.fasta,33.41,0
uvig_43356.fasta,64.44,0
uvig_43357.fasta,98.1,3.66
uvig_433585.fasta,100,0
uvig_43359.fasta,98.63,0
uvig_433590.fasta,32.28,0
uvig_43360.fasta,97.68,0
uvig_433603.fasta,53.01,0
uvig_433605.fasta,100,0
uvig_433607.fasta,33.49,0
uvig_433609.fasta,45.57,25.65
uvig_433611.fasta,53.47,10.7
uvig_433616.fasta,8.49,0
uvig_43362.fasta,100,0
uvig_433628.fasta,100,0
uvig_43363.fasta,27.09,0
uvig_433630.fasta,100,41.67
uvig_433633.fasta,48.19,40.86
uvig_433636.fasta,88.91,15.34
uvig_433637.fasta,97.18,11.71
uvig_433638.fasta,28.36,0
uvig_43364.fasta,0,0
uvig_433641.fasta,87.77,12.61
uvig_433645.fasta,53.58,0
uvig_433648.fasta,13.53,51.07
uvig_43365.fasta,16.96,0
uvig_433651.fasta,30.39,0
uvig_433655.fasta,38.89,0
uvig_43367.fasta,12.3,0
uvig_433682.fasta,31.96,0
uvig_433691.fasta,74.69,0
uvig_433693.fasta,100,0
uvig_433694.fasta,100,0
uvig_433698.fasta,12.84,49.01
uvig_433700.fasta,95.74,0
uvig_433702.fasta,32.65,0
uvig_433706.fasta,100,49.59
uvig_433707.fasta,29.65,0
uvig_433711.fasta,94.56,0
uvig_433712.fasta,96.51,0
uvig_433716.fasta,45.66,0
uvig_433717.fasta,33.2,0
uvig_433735.fasta,100,0
uvig_433736.fasta,100,0
uvig_433740.fasta,100,46.65
uvig_433743.fasta,100,14.51
uvig_433745.fasta,85.23,10.82
uvig_433746.fasta,86.77,21.72
uvig_433747.fasta,100,33.01
uvig_433752.fasta,100,0
uvig_433754.fasta,63.24,8.49
uvig_433755.fasta,66.5,0
uvig_433757.fasta,78.51,0
uvig_433758.fasta,80.1,0
uvig_433761.fasta,20.73,36.65
uvig_433768.fasta,55.01,0
uvig_433769.fasta,17.77,0
uvig_433770.fasta,87.52,0
uvig_433775.fasta,37.88,0
uvig_433776.fasta,54.49,0
uvig_433781.fasta,34.65,26.79
uvig_43379.fasta,100,0
uvig_433798.fasta,19.81,0
uvig_43380.fasta,94.91,0
uvig_433800.fasta,36.61,0
uvig_433804.fasta,38.01,0
uvig_433807.fasta,34.95,0
uvig_43381.fasta,93.37,0
uvig_43384.fasta,61.68,0
uvig_43385.fasta,78.43,0
uvig_43387.fasta,74.47,0
uvig_433876.fasta,98.75,0
uvig_43388.fasta,64.3,0
uvig_433889.fasta,76.98,7.73
uvig_43389.fasta,27.87,0
uvig_433892.fasta,41.42,0
uvig_433894.fasta,86.62,14.51
uvig_433895.fasta,95.62,0
uvig_433896.fasta,100,9.61
uvig_433897.fasta,40.85,15.04
uvig_433898.fasta,24.52,38.94
uvig_4339.fasta,98.78,0
uvig_433903.fasta,100,0
uvig_433904.fasta,88.23,11.21
uvig_433906.fasta,100,0
uvig_43391.fasta,64.91,29.55
uvig_433914.fasta,37.01,0
uvig_433915.fasta,44.83,0
uvig_433917.fasta,21.88,13.72
uvig_433918.fasta,29.47,0
uvig_433924.fasta,100,5.79
uvig_433927.fasta,60.1,6.18
uvig_433928.fasta,30.14,0
uvig_433929.fasta,64.81,0
uvig_433930.fasta,42.21,0
uvig_433933.fasta,18.45,0
uvig_433934.fasta,9.23,0
uvig_433944.fasta,93.73,0
uvig_433946.fasta,56.78,0
uvig_433948.fasta,73.9,34.53
uvig_433949.fasta,100,43.03
uvig_433950.fasta,100,0
uvig_433952.fasta,100,0
uvig_433953.fasta,90.41,6.93
uvig_433954.fasta,97.09,0
uvig_433955.fasta,94.1,0
uvig_433957.fasta,78.74,21.35
uvig_433958.fasta,100,17.68
uvig_433959.fasta,86.97,0
uvig_433960.fasta,69.84,34.76
uvig_433962.fasta,100,0
uvig_433963.fasta,100,0
uvig_433965.fasta,100,0
uvig_433969.fasta,51.27,0
uvig_433972.fasta,89.01,0
uvig_433974.fasta,68.95,0
uvig_433976.fasta,78.3,0
uvig_433979.fasta,49.42,0
uvig_433980.fasta,61.48,0
uvig_433987.fasta,55.99,0
uvig_433988.fasta,25.21,32.83
uvig_43399.fasta,52.39,0
uvig_433992.fasta,47.33,0
uvig_434.fasta,37.54,0
uvig_43400.fasta,47.53,0
uvig_434002.fasta,41.12,0
uvig_434006.fasta,16.81,0
uvig_434007.fasta,29.94,0
uvig_434010.fasta,27.59,0
uvig_434012.fasta,26.48,0
uvig_434016.fasta,26.23,0
uvig_434017.fasta,25.91,0
uvig_434018.fasta,17.04,0
uvig_43402.fasta,41.54,0
uvig_434021.fasta,20.11,0
uvig_434023.fasta,28.63,0
uvig_434024.fasta,23.69,0
uvig_43403.fasta,26.84,0
uvig_43404.fasta,20.68,0
uvig_434066.fasta,94.18,0
uvig_434067.fasta,79.88,0
uvig_434068.fasta,50.93,0
uvig_434069.fasta,31.41,0
uvig_434073.fasta,28.98,0
uvig_434093.fasta,61.95,0
uvig_434095.fasta,100,15.37
uvig_434097.fasta,45.54,0
uvig_434099.fasta,86.73,0
uvig_434101.fasta,99.81,0
uvig_434103.fasta,17.73,0
uvig_434105.fasta,29.68,0
uvig_434116.fasta,100,0
uvig_434117.fasta,100,0
uvig_434118.fasta,100,0
uvig_434121.fasta,56.3,6.43
uvig_434122.fasta,16.64,0
uvig_434125.fasta,0,0
uvig_434128.fasta,11.38,0
uvig_434150.fasta,100,0
uvig_434151.fasta,100,0
uvig_434153.fasta,100,0
uvig_434155.fasta,49.25,0
uvig_434160.fasta,100,41.02
uvig_434162.fasta,100,0
uvig_434164.fasta,76.27,5.09
uvig_434167.fasta,100,0
uvig_434168.fasta,100,0
uvig_434170.fasta,79.3,20.44
uvig_434171.fasta,48.97,4.34
uvig_434175.fasta,53.57,5.38
uvig_434176.fasta,97.63,0
uvig_434181.fasta,73.5,0
uvig_434183.fasta,67.82,15.64
uvig_434190.fasta,41.68,0
uvig_434191.fasta,28.17,0
uvig_434193.fasta,56.82,0
uvig_434195.fasta,40.22,35.19
uvig_434198.fasta,37.06,0
uvig_434199.fasta,35.07,0
uvig_434200.fasta,36.4,0
uvig_434201.fasta,49.6,0
uvig_434202.fasta,52.37,0
uvig_434204.fasta,45.8,0
uvig_434206.fasta,37.31,0
uvig_434209.fasta,27.92,0
uvig_434213.fasta,11.44,0
uvig_434220.fasta,29.28,0
uvig_434222.fasta,24.39,0
uvig_434226.fasta,16.85,0
uvig_434259.fasta,100,0
uvig_434260.fasta,100,0
uvig_434261.fasta,74.52,0
uvig_434269.fasta,100,38.71
uvig_434271.fasta,57.49,6.35
uvig_434274.fasta,100,0
uvig_434275.fasta,87.53,0
uvig_434276.fasta,38.23,0
uvig_434277.fasta,25.31,0
uvig_434278.fasta,54.92,0
uvig_434280.fasta,39.7,0
uvig_434283.fasta,31.7,0
uvig_434286.fasta,30.35,0
uvig_434289.fasta,22.27,0
uvig_434292.fasta,67.2,50.74
uvig_434295.fasta,49.38,0
uvig_434296.fasta,66.43,0
uvig_434297.fasta,55.26,0
uvig_434301.fasta,28.95,0
uvig_43431.fasta,38.7,0
uvig_434319.fasta,100,0
uvig_434325.fasta,99.28,28.81
uvig_434326.fasta,100,0
uvig_434327.fasta,100,22.63
uvig_434329.fasta,52.26,0
uvig_434331.fasta,96.7,7.77
uvig_434332.fasta,36.47,0
uvig_434339.fasta,87.24,0
uvig_434341.fasta,88.64,0
uvig_434347.fasta,63.91,8.91
uvig_434348.fasta,100,0
uvig_434350.fasta,90.81,19.46
uvig_434358.fasta,30.22,0
uvig_434360.fasta,23.42,0
uvig_434361.fasta,94.53,0
uvig_434366.fasta,62.39,0
uvig_434367.fasta,64.08,0
uvig_434368.fasta,75.85,0
uvig_434370.fasta,59.82,0
uvig_434372.fasta,59.28,0
uvig_434377.fasta,72.72,0
uvig_434378.fasta,25.29,0
uvig_434379.fasta,72.95,0
uvig_434384.fasta,53.71,0
uvig_434387.fasta,39.11,4.4
uvig_434388.fasta,64.44,0
uvig_43439.fasta,91.44,0
uvig_434391.fasta,39.54,20.83
uvig_434397.fasta,55.25,0
uvig_4344.fasta,79.61,0
uvig_43440.fasta,30.42,0
uvig_434401.fasta,29.22,0
uvig_434404.fasta,37.19,0
uvig_43441.fasta,17.27,0
uvig_434412.fasta,44.01,0
uvig_434416.fasta,23.41,0
uvig_434417.fasta,37.28,0
uvig_43442.fasta,46.37,0
uvig_434422.fasta,28.42,0
uvig_434426.fasta,31.02,0
uvig_43444.fasta,10.66,0
uvig_43445.fasta,9.91,0
uvig_434485.fasta,100,0
uvig_434492.fasta,38.71,0
uvig_43450.fasta,100,0
uvig_434513.fasta,95.71,15.89
uvig_434515.fasta,44.7,0
uvig_434521.fasta,22.93,0
uvig_434532.fasta,100,0
uvig_434533.fasta,100,16.74
uvig_434534.fasta,73.59,42.98
uvig_434543.fasta,81.18,0
uvig_434544.fasta,87.57,14.33
uvig_434546.fasta,75.51,0
uvig_434549.fasta,100,21.79
uvig_434552.fasta,56.92,40.99
uvig_434553.fasta,70.78,17.72
uvig_434554.fasta,64.96,12.33
uvig_434555.fasta,68.2,0
uvig_434563.fasta,63.52,0
uvig_434567.fasta,75.42,0
uvig_434571.fasta,19.66,46.19
uvig_434573.fasta,53.12,0
uvig_434574.fasta,31.98,0
uvig_434575.fasta,26.03,0
uvig_434576.fasta,50.05,0
uvig_434580.fasta,29.77,0
uvig_434582.fasta,44.47,0
uvig_434583.fasta,39.84,0
uvig_434585.fasta,41.73,11.12
uvig_434588.fasta,48.63,0
uvig_434589.fasta,26.22,0
uvig_434593.fasta,29.92,0
uvig_434595.fasta,29.6,0
uvig_434599.fasta,28.31,0
uvig_434603.fasta,15.27,44.69
uvig_434606.fasta,37.87,0
uvig_434607.fasta,29.17,0
uvig_434613.fasta,86.15,0
uvig_434681.fasta,32.5,0
uvig_43469.fasta,40.41,0
uvig_4347.fasta,18.68,0
uvig_43470.fasta,41.06,0
uvig_434704.fasta,100,0
uvig_434707.fasta,8.95,0
uvig_43471.fasta,47.18,41.78
uvig_434714.fasta,100,0
uvig_434716.fasta,43.88,0
uvig_434718.fasta,76.11,0
uvig_43472.fasta,100,0
uvig_43473.fasta,100,9.03
uvig_434731.fasta,53.41,39.3
uvig_434732.fasta,73.76,0
uvig_434734.fasta,96.93,9.95
uvig_434735.fasta,100,0
uvig_434736.fasta,88.1,0
uvig_434746.fasta,87.23,0
uvig_43475.fasta,97.77,0
uvig_434752.fasta,25.97,0
uvig_434758.fasta,16.07,0
uvig_43476.fasta,45.98,11.02
uvig_434772.fasta,100,0
uvig_434778.fasta,62,0
uvig_43478.fasta,79.1,35.31
uvig_434783.fasta,100,5.96
uvig_434784.fasta,100,20.66
uvig_434792.fasta,98.13,0
uvig_434797.fasta,96.83,0
uvig_43480.fasta,57.85,0
uvig_434800.fasta,60.44,0
uvig_434802.fasta,88.18,0
uvig_434803.fasta,90.33,0
uvig_434806.fasta,42.41,15.24
uvig_434808.fasta,15.97,0
uvig_43481.fasta,35.36,0
uvig_434810.fasta,54.71,0
uvig_434813.fasta,53.67,0
uvig_434814.fasta,42.88,0
uvig_434816.fasta,8.2,0
uvig_434821.fasta,12.25,29.1
uvig_43487.fasta,100,0
uvig_434873.fasta,93.95,0
uvig_434874.fasta,63.18,0
uvig_434879.fasta,100,5.28
uvig_434880.fasta,100,23.6
uvig_434883.fasta,58.9,8.41
uvig_434884.fasta,24.18,0
uvig_434888.fasta,100,47.2
uvig_434889.fasta,100,0
uvig_434890.fasta,100,0
uvig_434899.fasta,22.65,0
uvig_43490.fasta,98.23,0
uvig_434901.fasta,35.96,0
uvig_434906.fasta,23.09,0
uvig_43491.fasta,96.3,0
uvig_43492.fasta,100,0
uvig_434925.fasta,100,0
uvig_434928.fasta,57.6,0
uvig_434930.fasta,55.12,25.6
uvig_434934.fasta,100,5.36
uvig_434937.fasta,34.68,0
uvig_434938.fasta,69.92,26.49
uvig_43494.fasta,91.59,0
uvig_434946.fasta,87.88,13.37
uvig_434949.fasta,54.76,0
uvig_434950.fasta,82.55,0
uvig_434953.fasta,40.11,0
uvig_434954.fasta,58.62,0
uvig_434955.fasta,29.02,0
uvig_434956.fasta,75.45,0
uvig_434960.fasta,56.1,0
uvig_434964.fasta,29.37,0
uvig_434966.fasta,38.89,0
uvig_434968.fasta,42.24,0
uvig_434972.fasta,20.44,0
uvig_434973.fasta,26.66,0
uvig_434975.fasta,16.07,0
uvig_434978.fasta,18.66,0
uvig_43500.fasta,100,0
uvig_435020.fasta,85.4,0
uvig_435035.fasta,100,0
uvig_435043.fasta,85.75,29.03
uvig_435048.fasta,39.05,0
uvig_43505.fasta,56.83,0
uvig_435052.fasta,36.65,0
uvig_43506.fasta,15.2,0
uvig_435062.fasta,42.99,0
uvig_435071.fasta,100,0
uvig_435072.fasta,76.03,0
uvig_435088.fasta,95.25,7.9
uvig_435090.fasta,77.11,0
uvig_435091.fasta,67.27,19.11
uvig_435093.fasta,36.39,0
uvig_435094.fasta,23.53,0
uvig_435098.fasta,23.81,0
uvig_435105.fasta,37.13,0
uvig_435109.fasta,98.81,0
uvig_435110.fasta,98.06,0
uvig_435111.fasta,59.38,0
uvig_435112.fasta,80.22,0
uvig_435115.fasta,100,23.9
uvig_435121.fasta,40.25,0
uvig_435123.fasta,98.86,0
uvig_435126.fasta,33,0
uvig_435129.fasta,89.22,50.17
uvig_435130.fasta,98.92,0
uvig_435132.fasta,50.55,0
uvig_435137.fasta,26.13,0
uvig_435147.fasta,26.96,0
uvig_435183.fasta,100,0
uvig_435184.fasta,97.39,0
uvig_435186.fasta,100,0
uvig_435187.fasta,91.63,0
uvig_435190.fasta,100,0
uvig_435191.fasta,91.02,33.39
uvig_435193.fasta,99.83,11.94
uvig_435195.fasta,69.54,5.78
uvig_435196.fasta,97.97,0
uvig_435199.fasta,83.49,0
uvig_435201.fasta,36.65,0
uvig_435203.fasta,54.49,14.44
uvig_435205.fasta,49.58,0
uvig_435207.fasta,77.17,0
uvig_435208.fasta,56.53,0
uvig_435210.fasta,42.97,0
uvig_435212.fasta,41.56,0
uvig_435213.fasta,66.9,0
uvig_435217.fasta,38.3,0
uvig_435221.fasta,15.75,0
uvig_435223.fasta,22.73,0
uvig_43526.fasta,100,0
uvig_435269.fasta,100,0
uvig_435270.fasta,98.59,0
uvig_435271.fasta,67.52,9.35
uvig_43528.fasta,100,2.46
uvig_43529.fasta,100,0
uvig_435291.fasta,98.61,12.96
uvig_435293.fasta,100,0
uvig_435295.fasta,100,0
uvig_4353.fasta,77.33,0
uvig_43530.fasta,100,0
uvig_435300.fasta,100,0
uvig_435303.fasta,74.56,0
uvig_435310.fasta,92.08,0
uvig_435311.fasta,37.98,0
uvig_435317.fasta,24.12,0
uvig_435318.fasta,68.81,6.16
uvig_43532.fasta,100,0
uvig_43533.fasta,100,22.06
uvig_435331.fasta,60.56,0
uvig_435335.fasta,22.64,0
uvig_43534.fasta,100,16.58
uvig_435347.fasta,66.24,0
uvig_435348.fasta,95.52,0
uvig_43535.fasta,34.74,0
uvig_435351.fasta,100,0
uvig_435353.fasta,32.71,0
uvig_435354.fasta,10.66,0
uvig_435355.fasta,22.5,0
uvig_43536.fasta,99.28,0
uvig_435363.fasta,100,0
uvig_435364.fasta,100,18.49
uvig_435367.fasta,87.33,0
uvig_43537.fasta,30.52,0
uvig_435370.fasta,53.9,0
uvig_435371.fasta,51.89,0
uvig_435372.fasta,42.15,0
uvig_435378.fasta,18.29,0
uvig_435391.fasta,80.49,0
uvig_435395.fasta,11.54,0
uvig_43540.fasta,100,0
uvig_43541.fasta,70.63,0
uvig_435410.fasta,59.44,0
uvig_435415.fasta,97.19,12.29
uvig_435418.fasta,89.34,7.06
uvig_435419.fasta,100,0
uvig_43542.fasta,68.87,5.06
uvig_435420.fasta,79.07,25.55
uvig_435425.fasta,62.28,0
uvig_435426.fasta,46.1,0
uvig_435431.fasta,27.43,0
uvig_43544.fasta,80.47,0
uvig_435458.fasta,91.69,0
uvig_435459.fasta,72.5,0
uvig_435460.fasta,29.12,0
uvig_435462.fasta,100,0
uvig_435464.fasta,57.04,0
uvig_435467.fasta,42.26,0
uvig_435469.fasta,16.98,0
uvig_43547.fasta,100,0
uvig_435486.fasta,100,0
uvig_435487.fasta,94.36,23.4
uvig_435488.fasta,49.85,0
uvig_435489.fasta,100,26.92
uvig_435491.fasta,50.49,14.74
uvig_435493.fasta,100,0
uvig_435495.fasta,100,0
uvig_435496.fasta,91,0
uvig_435497.fasta,62.26,20.98
uvig_4355.fasta,40.7,0
uvig_435500.fasta,76.75,0
uvig_435505.fasta,35.27,24.92
uvig_435509.fasta,99.25,0
uvig_43552.fasta,42.46,33.5
uvig_435534.fasta,100,36.47
uvig_435535.fasta,100,0
uvig_435546.fasta,100,0
uvig_435551.fasta,40.77,0
uvig_435553.fasta,41.68,0
uvig_435556.fasta,23.09,0
uvig_43556.fasta,55.91,0
uvig_435560.fasta,7.61,0
uvig_435572.fasta,100,0
uvig_435573.fasta,100,64.07
uvig_435574.fasta,48.9,0
uvig_435576.fasta,100,0
uvig_435577.fasta,85.91,24.61
uvig_435579.fasta,94.43,0
uvig_435581.fasta,100,0
uvig_435585.fasta,79.93,0
uvig_43559.fasta,29.33,26.68
uvig_435592.fasta,34.48,0
uvig_435606.fasta,100,0
uvig_435612.fasta,96.83,0
uvig_435615.fasta,46.42,0
uvig_435626.fasta,98.29,0
uvig_435627.fasta,57.06,0
uvig_435628.fasta,66.99,0
uvig_435629.fasta,74.95,0
uvig_43563.fasta,36.58,0
uvig_435630.fasta,41.45,0
uvig_435632.fasta,55.07,0
uvig_435637.fasta,0,0
uvig_435638.fasta,15.75,0
uvig_435657.fasta,20.3,0
uvig_435660.fasta,58.09,0
uvig_435662.fasta,27.27,0
uvig_43567.fasta,32.58,0
uvig_435680.fasta,100,0
uvig_435683.fasta,53.79,29.39
uvig_435686.fasta,52.16,0
uvig_435688.fasta,81.22,31.44
uvig_435690.fasta,54.21,8.9
uvig_435696.fasta,45.51,0
uvig_435697.fasta,43.42,0
uvig_43571.fasta,30.45,0
uvig_435729.fasta,99.53,0
uvig_435736.fasta,100,0
uvig_435737.fasta,80.85,0
uvig_435740.fasta,75.96,0
uvig_435742.fasta,80.86,0
uvig_435744.fasta,4.21,0
uvig_435749.fasta,46.89,0
uvig_435754.fasta,51.84,0
uvig_435780.fasta,100,0
uvig_435782.fasta,13.17,0
uvig_435793.fasta,97.94,0
uvig_435794.fasta,58.84,0
uvig_435795.fasta,41.81,15.15
uvig_435799.fasta,29.49,30.57
uvig_435800.fasta,44.11,0
uvig_435813.fasta,100,0
uvig_435815.fasta,97.07,0
uvig_435816.fasta,95.76,0
uvig_435823.fasta,97.84,0
uvig_435825.fasta,44.37,0
uvig_435826.fasta,31.14,0
uvig_435829.fasta,88.68,0
uvig_43583.fasta,7.22,0
uvig_435839.fasta,100,0
uvig_435840.fasta,86.54,0
uvig_435841.fasta,100,28.14
uvig_435842.fasta,58.12,0
uvig_435843.fasta,56.45,0
uvig_435844.fasta,52.81,0
uvig_435845.fasta,63.54,0
uvig_435849.fasta,48.85,0
uvig_435854.fasta,20.19,0
uvig_435873.fasta,100,0
uvig_435888.fasta,11.96,0
uvig_435890.fasta,50.15,0
uvig_435895.fasta,14.82,0
uvig_435897.fasta,10.39,0
uvig_435918.fasta,100,0
uvig_435920.fasta,84.72,0
uvig_435922.fasta,77.86,0
uvig_435923.fasta,82.06,11.17
uvig_435927.fasta,69.84,0
uvig_435928.fasta,66.28,0
uvig_435931.fasta,41.91,0
uvig_435932.fasta,39.13,24.12
uvig_435936.fasta,35.06,0
uvig_435940.fasta,28.85,0
uvig_435941.fasta,10.12,0
uvig_435942.fasta,38.31,0
uvig_435944.fasta,31.07,0
uvig_435958.fasta,100,0
uvig_435961.fasta,41.15,0
uvig_435970.fasta,90.15,18.42
uvig_435973.fasta,61.7,0
uvig_435977.fasta,39.98,0
uvig_435990.fasta,78.55,0
uvig_435991.fasta,98.36,0
uvig_435995.fasta,58.8,0
uvig_4360.fasta,100,20.4
uvig_436012.fasta,92.54,12.55
uvig_436013.fasta,85.91,24.6
uvig_436016.fasta,39.59,33.27
uvig_436017.fasta,68.94,0
uvig_436019.fasta,67.14,0
uvig_436022.fasta,69.38,0
uvig_436023.fasta,44.23,0
uvig_436027.fasta,21.43,0
uvig_436029.fasta,36.98,0
uvig_436032.fasta,39.19,0
uvig_436035.fasta,25.76,0
uvig_436064.fasta,100,0
uvig_436065.fasta,99.77,0
uvig_436066.fasta,99.61,0
uvig_436067.fasta,58.68,27.76
uvig_436068.fasta,43.52,0
uvig_436069.fasta,42.28,19.68
uvig_436075.fasta,30.71,0
uvig_436081.fasta,100,0
uvig_436083.fasta,100,0
uvig_436084.fasta,98.17,0
uvig_436085.fasta,100,0
