"","Accession","bac.host","total.ParS.hits","pos.ParS.hit"
"9609","MN871484","Actinomycetota",0,0
"9610","MN871485","Actinomycetota",0,0
"9611","MN871486","Actinomycetota",0,0
"9612","MN871487","Actinomycetota",0,0
"9613","MN871488","Actinomycetota",0,0
"9614","MN871489","Actinomycetota",0,0
"9615","MN871490","Actinomycetota",0,0
"9616","MN871491","Actinomycetota",0,0
"9617","MN871492","Actinomycetota",0,0
"9618","MN871493","Actinomycetota",0,0
"9619","MN871494","Actinomycetota",0,0
"9620","MN871495","Actinomycetota",0,0
"9621","MN871496","Actinomycetota",0,0
"9622","MN871497","Actinomycetota",0,0
"9623","MN871498","Actinomycetota",0,0
"9624","MN871499","Actinomycetota",0,0
"9625","MN871500","Actinomycetota",0,0
"9626","MN871501","Actinomycetota",0,0
"9627","MN871502","Actinomycetota",0,0
"9628","MN871503","Actinomycetota",0,0
"9629","MN871504","Actinomycetota",0,0
"9630","MN871505","Actinomycetota",0,0
"9631","MN871506","Actinomycetota",0,0
"9632","MN871507","Actinomycetota",0,0
"9633","MN871508","Actinomycetota",0,0
"9634","MN871509","Actinomycetota",0,0
"9635","MN871510","Actinomycetota",0,0
"9636","MN871511","Actinomycetota",0,0
"9637","MN877442","Actinomycetota",0,0
"9638","MN882349","Actinomycetota",0,0
"9639","MN882542","Actinomycetota",0,0
"9640","MN882550","Pseudomonadota",0,0
"9641","MN882551","Pseudomonadota",3,1
"9642","MN882552","Pseudomonadota",3,1
"9643","MN882553","Pseudomonadota",0,0
"9644","MN882554","Pseudomonadota",0,0
"9645","MN882610","Actinomycetota",0,0
"9646","MN890136","Actinomycetota",0,0
"9647","MN890137","Actinomycetota",0,0
"9648","MN890138","Actinomycetota",0,0
"9649","MN890139","Actinomycetota",0,0
"9650","MN890140","Actinomycetota",0,0
"9651","MN890141","Actinomycetota",0,0
"9652","MN890142","Actinomycetota",0,0
"9653","MN890143","Actinomycetota",0,0
"9654","MN892483","Pseudomonadota",0,0
"9655","MN892484","Pseudomonadota",0,0
"9656","MN892485","Pseudomonadota",0,0
"9657","MN892486","Pseudomonadota",0,0
"9658","MN892487","Pseudomonadota",0,0
"9659","MN894885","Actinomycetota",0,0
"9660","MN895434","Actinomycetota",0,0
"9661","MN895435","Actinomycetota",0,0
"9662","MN895436","Actinomycetota",0,0
"9663","MN895437","Actinomycetota",0,0
"9664","MN895438","Actinomycetota",0,0
"9665","MN901924","Actinomycetota",0,0
"9666","MN904502","Pseudomonadota",0,0
"9667","MN904510","Pseudomonadota",0,0
"9668","MN905160","Actinomycetota",1,1
"9669","MN906996","Actinomycetota",0,0
"9670","MN908683","Pseudomonadota",0,0
"9671","MN908684","Pseudomonadota",0,0
"9672","MN908685","Pseudomonadota",0,0
"9673","MN908686","Pseudomonadota",0,0
"9674","MN908687","Pseudomonadota",0,0
"9675","MN908688","Pseudomonadota",0,0
"9676","MN908689","Pseudomonadota",0,0
"9677","MN908690","Pseudomonadota",0,0
"9678","MN908691","Pseudomonadota",0,0
"9679","MN908692","Pseudomonadota",0,0
"9680","MN908693","Pseudomonadota",0,0
"9681","MN908694","Pseudomonadota",0,0
"9682","MN917146","Pseudomonadota",0,0
"9683","MN922296","Actinomycetota",0,0
"9684","MN923124","Actinomycetota",0,0
"9685","MN927225","Actinomycetota",0,0
"9686","MN927226","Actinomycetota",0,0
"9687","MN929097","Pseudomonadota",0,0
"9688","MN935200","Pseudomonadota",0,0
"9689","MN935203","Actinomycetota",0,0
"9690","MN937349","Actinomycetota",1,1
"9691","MN938931","Pseudomonadota",0,0
"9692","MN939408","Pseudomonadota",0,0
"9693","MN939539","Pseudomonadota",0,0
"9694","MN939540","Pseudomonadota",0,0
"9695","MN945899","Pseudomonadota",0,0
"9696","MN945900","Pseudomonadota",0,0
"9697","MN945901","Pseudomonadota",0,0
"9698","MN945902","Pseudomonadota",0,0
"9699","MN945903","Pseudomonadota",0,0
"9700","MN945904","Pseudomonadota",0,0
"9701","MN945905","Pseudomonadota",0,0
"9702","MN953776","Actinomycetota",0,0
"9703","MN954399","Actinomycetota",0,0
"9704","MN956514","Actinomycetota",0,0
"9705","MN956515","Actinomycetota",0,0
"9706","MN958086","Actinomycetota",0,0
"9707","MN966730","Actinomycetota",0,0
"9708","MN966731","Actinomycetota",0,0
"9709","MN966732","Actinomycetota",0,0
"9710","MN974282","Actinomycetota",0,0
"9711","MN988459","Actinomycetota",0,0
"9712","MN988460","Actinomycetota",0,0
"9713","MN988461","Actinomycetota",0,0
"9714","MN988462","Actinomycetota",0,0
"9715","MN988463","Actinomycetota",0,0
"9716","MN988464","Actinomycetota",0,0
"9717","MN988465","Actinomycetota",0,0
"9718","MN988466","Actinomycetota",0,0
"9719","MN988467","Actinomycetota",0,0
"9720","MN988468","Actinomycetota",0,0
"9721","MN988469","Actinomycetota",0,0
"9722","MN988470","Actinomycetota",0,0
"9723","MN988471","Actinomycetota",0,0
"9724","MN988472","Actinomycetota",0,0
"9725","MN988473","Actinomycetota",0,0
"9726","MN988474","Actinomycetota",0,0
"9727","MN988475","Actinomycetota",0,0
"9728","MN988476","Actinomycetota",0,0
"9729","MN988477","Actinomycetota",0,0
"9730","MN988478","Actinomycetota",0,0
"9731","MN988479","Actinomycetota",0,0
"9732","MN988480","Actinomycetota",0,0
"9733","MN988481","Actinomycetota",0,0
"9734","MN988482","Actinomycetota",0,0
"9735","MN988483","Actinomycetota",0,0
"9736","MN988484","Actinomycetota",0,0
"9737","MN988485","Actinomycetota",0,0
"9738","MN988486","Actinomycetota",0,0
"9739","MN988487","Actinomycetota",0,0
"9740","MN988488","Actinomycetota",0,0
"9741","MN988489","Actinomycetota",0,0
"9742","MN988490","Actinomycetota",0,0
"9743","MN988491","Actinomycetota",0,0
"9744","MN988492","Actinomycetota",0,0
"9745","MN988493","Actinomycetota",0,0
"9746","MN988494","Actinomycetota",0,0
"9747","MN988495","Actinomycetota",0,0
"9748","MN988496","Actinomycetota",0,0
"9749","MN988497","Actinomycetota",0,0
"9750","MN988498","Actinomycetota",0,0
"9751","MN988499","Actinomycetota",0,0
"9752","MN988500","Actinomycetota",0,0
"9753","MN988501","Actinomycetota",0,0
"9754","MN988502","Actinomycetota",0,0
"9755","MN988503","Actinomycetota",0,0
"9756","MN988504","Actinomycetota",0,0
"9757","MN988505","Actinomycetota",0,0
"9758","MN988506","Actinomycetota",0,0
"9759","MN988507","Actinomycetota",0,0
"9760","MN988508","Actinomycetota",0,0
"9761","MN988509","Actinomycetota",0,0
"9762","MN988510","Actinomycetota",0,0
"9763","MN988511","Actinomycetota",0,0
"9764","MN988512","Actinomycetota",0,0
"9765","MN988513","Actinomycetota",0,0
"9766","MN988514","Actinomycetota",0,0
"9767","MN988515","Actinomycetota",0,0
"9768","MN988516","Actinomycetota",0,0
"9769","MN988517","Actinomycetota",0,0
"9770","MN988518","Actinomycetota",0,0
"9771","MN988519","Actinomycetota",0,0
"9772","MN988520","Actinomycetota",0,0
"9773","MN988521","Actinomycetota",0,0
"9774","MN988522","Actinomycetota",0,0
"9775","MN988523","Actinomycetota",0,0
"9776","MN988524","Actinomycetota",0,0
"9777","MN988525","Actinomycetota",0,0
"9778","MN988526","Actinomycetota",0,0
"9779","MN988527","Actinomycetota",0,0
"9780","MN988528","Actinomycetota",0,0
"9781","MN988529","Actinomycetota",0,0
"9782","MN988530","Actinomycetota",0,0
"9783","MN988531","Actinomycetota",0,0
"9784","MN988532","Actinomycetota",0,0
"9785","MN988533","Actinomycetota",0,0
"9786","MN988534","Actinomycetota",0,0
"9787","MN988535","Actinomycetota",0,0
"9788","MN988536","Actinomycetota",0,0
"9789","MN988537","Actinomycetota",0,0
"9790","MN988538","Actinomycetota",0,0
"9791","MN988539","Actinomycetota",0,0
"9792","MN988540","Actinomycetota",0,0
"9793","MN988541","Actinomycetota",0,0
"9794","MN988542","Actinomycetota",0,0
"9795","MN988543","Actinomycetota",0,0
"9796","MN988544","Actinomycetota",0,0
"9797","MN988545","Actinomycetota",0,0
"9798","MN988546","Actinomycetota",0,0
"9799","MN988547","Actinomycetota",0,0
"9800","MN988548","Actinomycetota",0,0
"9801","MN988549","Actinomycetota",0,0
"9802","MN988550","Actinomycetota",0,0
"9803","MN988551","Actinomycetota",0,0
"9804","MN988552","Actinomycetota",0,0
"9805","MN988553","Actinomycetota",0,0
"9806","MN988554","Actinomycetota",0,0
"9807","MN988555","Actinomycetota",0,0
"9808","MN988556","Actinomycetota",0,0
"9809","MN988557","Actinomycetota",0,0
"9810","MN988558","Actinomycetota",0,0
"9811","MN988559","Actinomycetota",0,0
"9812","MN988560","Actinomycetota",0,0
"9813","MN988561","Actinomycetota",0,0
"9814","MN994275","Pseudomonadota",0,0
"9815","MN995824","Pseudomonadota",0,0
"9816","MN996301","Actinomycetota",0,0
"9817","MPU46938","Pseudomonadota",0,0
"9818","MT001829","Actinomycetota",0,0
"9819","MT002873","Pseudomonadota",0,0
"9820","MT002875","Actinomycetota",0,0
"9821","MT002975","Actinomycetota",0,0
"9822","MT004791","Actinomycetota",0,0
"9823","MT006233","Pseudomonadota",0,0
"9824","MT006234","Pseudomonadota",0,0
"9825","MT006235","Pseudomonadota",0,0
"9826","MT006236","Pseudomonadota",0,0
"9827","MT006237","Pseudomonadota",0,0
"9828","MT006238","Pseudomonadota",0,0
"9829","MT006239","Pseudomonadota",0,0
"9830","MT006240","Pseudomonadota",0,0
"9831","MT012302","Actinomycetota",0,0
"9832","MT012729","Actinomycetota",0,0
"9833","MT012730","Actinomycetota",0,0
"9834","MT013111","Pseudomonadota",0,0
"9835","MT023084","Actinomycetota",0,0
"9836","MT024859","Pseudomonadota",0,0
"9837","MT024860","Pseudomonadota",0,0
"9838","MT024861","Pseudomonadota",0,0
"9839","MT024862","Pseudomonadota",0,0
"9840","MT024863","Pseudomonadota",0,0
"9841","MT024864","Pseudomonadota",0,0
"9842","MT024865","Pseudomonadota",0,0
"9843","MT024866","Pseudomonadota",0,0
"9844","MT024867","Pseudomonadota",0,0
"9845","MT024868","Pseudomonadota",0,0
"9846","MT024869","Pseudomonadota",0,0
"9847","MT024870","Pseudomonadota",0,0
"9848","MT024871","Pseudomonadota",0,0
"9849","MT024872","Pseudomonadota",0,0
"9850","MT028297","Actinomycetota",0,0
"9851","MT066160","Actinomycetota",0,0
"9852","MT074134","Pseudomonadota",0,0
"9853","MT074135","Pseudomonadota",0,0
"9854","MT074136","Pseudomonadota",0,0
"9855","MT074137","Pseudomonadota",0,0
"9856","MT074138","Pseudomonadota",0,0
"9857","MT074139","Pseudomonadota",0,0
"9858","MT074140","Pseudomonadota",0,0
"9859","MT074141","Pseudomonadota",0,0
"9860","MT074142","Pseudomonadota",0,0
"9861","MT074143","Pseudomonadota",0,0
"9862","MT074144","Pseudomonadota",0,0
"9863","MT074145","Pseudomonadota",0,0
"9864","MT074146","Pseudomonadota",0,0
"9865","MT074147","Pseudomonadota",0,0
"9866","MT074148","Pseudomonadota",0,0
"9867","MT074149","Pseudomonadota",0,0
"9868","MT074150","Pseudomonadota",0,0
"9869","MT074151","Pseudomonadota",0,0
"9870","MT074152","Pseudomonadota",0,0
"9871","MT074153","Pseudomonadota",0,0
"9872","MT074154","Pseudomonadota",0,0
"9873","MT074155","Pseudomonadota",0,0
"9874","MT074156","Pseudomonadota",0,0
"9875","MT074157","Pseudomonadota",0,0
"9876","MT074158","Pseudomonadota",0,0
"9877","MT074159","Pseudomonadota",0,0
"9878","MT074160","Pseudomonadota",0,0
"9879","MT074429","Actinomycetota",0,0
"9880","MT074430","Actinomycetota",0,0
"9881","MT074431","Actinomycetota",0,0
"9882","MT074432","Actinomycetota",0,0
"9883","MT074433","Actinomycetota",0,0
"9884","MT074434","Actinomycetota",0,0
"9885","MT074435","Actinomycetota",0,0
"9886","MT074436","Actinomycetota",0,0
"9887","MT074437","Actinomycetota",0,0
"9888","MT074438","Actinomycetota",0,0
"9889","MT074439","Actinomycetota",0,0
"9890","MT074440","Actinomycetota",0,0
"9891","MT074441","Actinomycetota",0,0
"9892","MT074442","Actinomycetota",0,0
"9893","MT074443","Actinomycetota",0,0
"9894","MT074444","Actinomycetota",0,0
"9895","MT074445","Actinomycetota",0,0
"9896","MT074446","Actinomycetota",0,0
"9897","MT074447","Actinomycetota",0,0
"9898","MT074448","Actinomycetota",0,0
"9899","MT074449","Actinomycetota",0,0
"9900","MT074450","Actinomycetota",0,0
"9901","MT074451","Actinomycetota",0,0
"9902","MT074452","Actinomycetota",0,0
"9903","MT074453","Actinomycetota",0,0
"9904","MT074454","Actinomycetota",0,0
"9905","MT074455","Actinomycetota",0,0
"9906","MT074456","Actinomycetota",0,0
"9907","MT074457","Actinomycetota",0,0
"9908","MT074458","Actinomycetota",0,0
"9909","MT074459","Actinomycetota",0,0
"9910","MT074460","Actinomycetota",0,0
"9911","MT074461","Actinomycetota",0,0
"9912","MT074462","Actinomycetota",0,0
"9913","MT074463","Actinomycetota",0,0
"9914","MT074464","Actinomycetota",0,0
"9915","MT074465","Actinomycetota",0,0
"9916","MT074466","Actinomycetota",0,0
"9917","MT074467","Actinomycetota",0,0
"9918","MT074468","Actinomycetota",0,0
"9919","MT074469","Actinomycetota",0,0
"9920","MT074470","Actinomycetota",0,0
"9921","MT074471","Actinomycetota",0,0
"9922","MT074472","Actinomycetota",0,0
"9923","MT074473","Actinomycetota",0,0
"9924","MT074474","Actinomycetota",0,0
"9925","MT074475","Actinomycetota",0,0
"9926","MT074476","Actinomycetota",0,0
"9927","MT074477","Actinomycetota",0,0
"9928","MT074478","Actinomycetota",0,0
"9929","MT074479","Actinomycetota",0,0
"9930","MT074480","Actinomycetota",0,0
"9931","MT074481","Actinomycetota",0,0
"9932","MT074482","Actinomycetota",0,0
"9933","MT074483","Actinomycetota",0,0
"9934","MT074484","Actinomycetota",0,0
"9935","MT075871","Actinomycetota",0,0
"9936","MT078988","Actinomycetota",0,0
"9937","MT080102","Actinomycetota",0,0
"9938","MT080103","Actinomycetota",0,0
"9939","MT080583","Pseudomonadota",0,0
"9940","MT080585","Pseudomonadota",0,0
"9941","MT080586","Pseudomonadota",0,0
"9942","MT080588","Pseudomonadota",0,0
"9943","MT080592","Pseudomonadota",0,0
"9944","MT080593","Pseudomonadota",0,0
"9945","MT080595","Pseudomonadota",0,0
"9946","MT080596","Pseudomonadota",0,0
"9947","MT080599","Pseudomonadota",0,0
"9948","MT084350","Actinomycetota",0,0
"9949","MT090077","Actinomycetota",0,0
"9950","MT094430","Actinomycetota",0,0
"9951","MT094431","Actinomycetota",0,0
"9952","MT104122","Pseudomonadota",0,0
"9953","MT104465","Actinomycetota",0,0
"9954","MT104466","Actinomycetota",0,0
"9955","MT104467","Actinomycetota",0,0
"9956","MT104468","Actinomycetota",0,0
"9957","MT104469","Actinomycetota",0,0
"9958","MT104470","Actinomycetota",0,0
"9959","MT104471","Actinomycetota",0,0
"9960","MT104472","Actinomycetota",0,0
"9961","MT104473","Actinomycetota",0,0
"9962","MT104474","Actinomycetota",0,0
"9963","MT104475","Actinomycetota",0,0
"9964","MT104476","Actinomycetota",0,0
"9965","MT104477","Actinomycetota",0,0
"9966","MT108723","Actinomycetota",0,0
"9967","MT108724","Actinomycetota",0,0
"9968","MT108725","Actinomycetota",0,0
"9969","MT108726","Actinomycetota",0,0
"9970","MT108727","Actinomycetota",0,0
"9971","MT108728","Actinomycetota",0,0
"9972","MT108729","Actinomycetota",0,0
"9973","MT108730","Actinomycetota",0,0
"9974","MT108731","Actinomycetota",0,0
"9975","MT110073","Actinomycetota",0,0
"9976","MT114158","Pseudomonadota",0,0
"9977","MT114159","Pseudomonadota",0,0
"9978","MT114160","Pseudomonadota",0,0
"9979","MT114161","Pseudomonadota",0,0
"9980","MT114162","Pseudomonadota",0,0
"9981","MT114163","Pseudomonadota",0,0
"9982","MT114164","Pseudomonadota",0,0
"9983","MT114165","Pseudomonadota",0,0
"9984","MT114166","Pseudomonadota",0,0
"9985","MT114167","Pseudomonadota",0,0
"9986","MT118288","Actinomycetota",0,0
"9987","MT118289","Actinomycetota",0,0
"9988","MT118290","Actinomycetota",0,0
"9989","MT118291","Actinomycetota",0,0
"9990","MT118292","Actinomycetota",0,0
"9991","MT118293","Actinomycetota",0,0
"9992","MT118294","Actinomycetota",0,0
"9993","MT118295","Actinomycetota",0,0
"9994","MT118296","Actinomycetota",0,0
"9995","MT118297","Actinomycetota",0,0
"9996","MT118298","Actinomycetota",0,0
"9997","MT118299","Actinomycetota",0,0
"9998","MT118300","Actinomycetota",0,0
"9999","MT118301","Actinomycetota",0,0
"10000","MT118302","Actinomycetota",0,0
"10001","MT118303","Actinomycetota",0,0
"10002","MT118304","Actinomycetota",0,0
"10003","MT118305","Actinomycetota",0,0
"10004","MT119359","Pseudomonadota",0,0
"10005","MT119360","Pseudomonadota",0,0
"10006","MT119361","Pseudomonadota",0,0
"10007","MT119362","Actinomycetota",0,0
"10008","MT119363","Actinomycetota",0,0
"10009","MT119364","Actinomycetota",0,0
"10010","MT119365","Actinomycetota",0,0
"10011","MT119366","Actinomycetota",0,0
"10012","MT119367","Actinomycetota",0,0
"10013","MT119368","Actinomycetota",0,0
"10014","MT119369","Actinomycetota",0,0
"10015","MT119370","Actinomycetota",0,0
"10016","MT119371","Actinomycetota",0,0
"10017","MT119372","Actinomycetota",0,0
"10018","MT119373","Actinomycetota",0,0
"10019","MT119374","Actinomycetota",0,0
"10020","MT119375","Actinomycetota",0,0
"10021","MT119376","Actinomycetota",0,0
"10022","MT119377","Actinomycetota",0,0
"10023","MT119378","Actinomycetota",0,0
"10024","MT119766","Actinomycetota",0,0
"10025","MT121966","Actinomycetota",0,0
"10026","MT121967","Actinomycetota",0,0
"10027","MT121968","Actinomycetota",0,0
"10028","MT127619","Actinomycetota",0,0
"10029","MT127620","Actinomycetota",0,0
"10030","MT129652","Actinomycetota",0,0
"10031","MT129653","Actinomycetota",0,0
"10032","MT129654","Actinomycetota",0,0
"10033","MT129655","Actinomycetota",0,0
"10034","MT133560","Actinomycetota",0,0
"10035","MT133561","Actinomycetota",0,0
"10036","MT133562","Actinomycetota",0,0
"10037","MT133563","Actinomycetota",0,0
"10038","MT135024","Actinomycetota",0,0
"10039","MT135025","Actinomycetota",0,0
"10040","MT135026","Actinomycetota",0,0
"10041","MT135176","Actinomycetota",0,0
"10042","MT136606","Pseudomonadota",0,0
"10043","MT151386","Pseudomonadota",0,0
"10044","MT151604","Pseudomonadota",0,0
"10045","MT152150","Actinomycetota",0,0
"10046","MT157285","Actinomycetota",0,0
"10047","MT161381","Actinomycetota",0,0
"10048","MT161382","Actinomycetota",0,0
"10049","MT161383","Actinomycetota",0,0
"10050","MT161384","Actinomycetota",0,0
"10051","MT161385","Actinomycetota",0,0
"10052","MT161386","Actinomycetota",0,0
"10053","MT161387","Actinomycetota",0,0
"10054","MT161459","Actinomycetota",0,0
"10055","MT162466","Pseudomonadota",0,0
"10056","MT162467","Pseudomonadota",0,0
"10057","MT162468","Pseudomonadota",0,0
"10058","MT176424","Actinomycetota",0,0
"10059","MT176425","Actinomycetota",0,0
"10060","MT176426","Actinomycetota",0,0
"10061","MT176427","Actinomycetota",0,0
"10062","MT178275","Actinomycetota",0,0
"10063","MT178448","Actinomycetota",0,0
"10064","MT178766","Pseudomonadota",0,0
"10065","MT179807","Actinomycetota",0,0
"10066","MT185428","Actinomycetota",0,0
"10067","MT188223","Actinomycetota",0,0
"10068","MT188662","Actinomycetota",0,0
"10069","MT188663","Actinomycetota",0,0
"10070","MT188664","Actinomycetota",0,0
"10071","MT188665","Actinomycetota",0,0
"10072","MT188666","Actinomycetota",0,0
"10073","MT188704","Actinomycetota",0,0
"10074","MT193276","Pseudomonadota",0,0
"10075","MT193890","Actinomycetota",0,0
"10076","MT197175","Actinomycetota",0,0
"10077","MT197176","Actinomycetota",0,0
"10078","MT210152","Pseudomonadota",0,0
"10079","MT215167","Actinomycetota",0,0
"10080","MT225100","Actinomycetota",0,0
"10081","MT225101","Actinomycetota",0,0
"10082","MT227924","Actinomycetota",0,0
"10083","MT227925","Actinomycetota",0,0
"10084","MT230534","Actinomycetota",0,0
"10085","MT233524","Actinomycetota",0,0
"10086","MT234338","Actinomycetota",0,0
"10087","MT234339","Actinomycetota",0,0
"10088","MT234340","Actinomycetota",0,0
"10089","MT234341","Actinomycetota",0,0
"10090","MT234342","Actinomycetota",0,0
"10091","MT234343","Actinomycetota",0,0
"10092","MT234670","Pseudomonadota",0,0
"10093","MT239398","Actinomycetota",0,0
"10094","MT241605","Actinomycetota",0,0
"10095","MT241607","Actinomycetota",0,0
"10096","MT251347","Actinomycetota",0,0
"10097","MT251348","Actinomycetota",0,0
"10098","MT254578","Pseudomonadota",0,0
"10099","MT259468","Actinomycetota",0,0
"10100","MT261384","Actinomycetota",0,0
"10101","MT263719","Actinomycetota",0,0
"10102","MT270409","Actinomycetota",0,0
"10103","MT276994","Actinomycetota",0,0
"10104","MT310850","Pseudomonadota",0,0
"10105","MT310851","Pseudomonadota",0,0
"10106","MT310852","Pseudomonadota",0,0
"10107","MT310853","Pseudomonadota",0,0
"10108","MT310854","Pseudomonadota",0,0
"10109","MT310855","Pseudomonadota",0,0
"10110","MT310856","Pseudomonadota",0,0
